image_id,transcriptions,original_labels,indian_labels,irish_labels
94,最重要的就是天天要加班 人生才有意义,not-misogyny,not-misogyny,not-misogyny
1009,不要哭，我最亲爱的人 时空是个圆圈 直行或是转弯我们最终都会相见,not-misogyny,not-misogyny,not-misogyny
1071,为什么不生孩子？ 我一肚子坏水 生不了 怕给孩子淹死,misogyny,not-misogyny,not-misogyny
1093,很喜欢放假 有种刑满释放的感觉 开朗 阳光 小红书,not-misogyny,not-misogyny,not-misogyny
697,当女友结束了与男友的争执 男友：好啦...对不起啦... 女友：,not-misogyny,misogyny,misogyny
1578,不生孩子老了谁养你 不养孩子我会省下一笔巨额财产,misogyny,misogyny,misogyny
997,我操你妈,misogyny,misogyny,misogyny
154,睡大觉 睡大觉 睡大觉 我又不是勤劳的小蜜蜂,not-misogyny,not-misogyny,not-misogyny
1100,加班这件事就像爱情,not-misogyny,not-misogyny,not-misogyny
1467,我宇宙无敌超级爱你,not-misogyny,not-misogyny,not-misogyny
1698,我当然不怪哥哥 只怪自己 抓不住哥哥的heart,not-misogyny,not-misogyny,not-misogyny
790,挨骂？易如反掌,not-misogyny,misogyny,not-misogyny
581,没关系 打开简历已经很厉害了,not-misogyny,not-misogyny,not-misogyny
704,双数很好很吉利 所以我的双下巴 一定会常来好运,not-misogyny,not-misogyny,not-misogyny
1213,催什么催 活不到明天了吗？,not-misogyny,not-misogyny,not-misogyny
1421,其他人：你以后不生孩子 等你老了谁照顾你？ 我：妈妈快吃吧,misogyny,misogyny,misogyny
488,不结婚父母老了怎么办？ 不放心就把我也一起带走吧,misogyny,not-misogyny,misogyny
560,周六上班 坐立难安 周六要补周二的班 为什么不周二补周六的班,not-misogyny,not-misogyny,not-misogyny
1142,我有什么缺点你尽管说 我放大给你看,not-misogyny,not-misogyny,not-misogyny
1120,加班手牵手 谁都别想走,not-misogyny,not-misogyny,not-misogyny
802,你好 我在上班路上,not-misogyny,not-misogyny,not-misogyny
513,你把油放锅里 看看油溅还是你贱,misogyny,not-misogyny,not-misogyny
634,天天好吃懒做的，就知道花钱 结婚还化啥妆，想勾引谁？,misogyny,not-misogyny,misogyny
1256,你是高层，你自己决定,not-misogyny,not-misogyny,not-misogyny
1519,女人会独立 闪耀又美丽,not-misogyny,not-misogyny,not-misogyny
1151,光顾着上班 忘记上吊了 来杯「红气石榴草莓！ 一键复活！,not-misogyny,not-misogyny,not-misogyny
791,红包呢 别逼我跪下拜年,not-misogyny,not-misogyny,not-misogyny
117,2025 新年快乐 新年如意 柿柿如意,not-misogyny,not-misogyny,not-misogyny
741,喜欢会发光的男孩 比如财神和如来,not-misogyny,not-misogyny,not-misogyny
1082,给您拜个早年 恭喜发财 要红包 谢谢您 新的一年祝您暴富 我没钱了 要大红包,not-misogyny,not-misogyny,not-misogyny
831,调休 中国人自己的时光机,not-misogyny,not-misogyny,not-misogyny
120,不知死活的臭女人,misogyny,misogyny,not-misogyny
657,我踏马吃吃吃,not-misogyny,not-misogyny,not-misogyny
1616,早上：鸡蛋 中午：黄瓜 晚上： 黄河以南的牛烩长江以北的羊,not-misogyny,not-misogyny,not-misogyny
636,想我了就来大草原找我 我当牛马了,not-misogyny,misogyny,not-misogyny
370,你只管生 生后我帮你带,misogyny,misogyny,misogyny
269,你不生，以后下去了都没人给你烧纸 你再说，你下去了，我也不给你烧,misogyny,misogyny,misogyny
656,没事就多自我提高 比如 多吃马蹄糕,not-misogyny,not-misogyny,not-misogyny
936,你可以的 你是棒棒的小汪汪,not-misogyny,not-misogyny,not-misogyny
823,早上：不吃 中午：不吃 晚上： 货拉拉车队正在为您送餐,not-misogyny,not-misogyny,not-misogyny
867,我宣布下班,not-misogyny,not-misogyny,not-misogyny
47,姐可以，姐能行 姐就是聪明美丽奋斗批,not-misogyny,not-misogyny,not-misogyny
1457,星期二 求死day 星期三 未死day,not-misogyny,not-misogyny,not-misogyny
992,夫妻本是同林乌 作业来时爸爸飞 — —《中国妈妈带娃图鉴》,misogyny,not-misogyny,misogyny
877,周五周五 敲锣打鼓,not-misogyny,not-misogyny,not-misogyny
774,你的假期比较松弛 但是呢 你的调休又弥补了这一部分,not-misogyny,not-misogyny,not-misogyny
1220,贤惠 他说：感觉你以后会是那种贤妻良母 你真贤惠，什么时候能吃到你做的饭 如果我们在一起，你一定能代替我妈照顾好我,misogyny,misogyny,not-misogyny
1700,你在克制对我的喜欢是吧,not-misogyny,not-misogyny,misogyny
5,成功女人第五步 他拽就要甩,not-misogyny,not-misogyny,misogyny
1004,打劫！,not-misogyny,not-misogyny,not-misogyny
1470,送你两个大字 傻逼,misogyny,not-misogyny,not-misogyny
264,救救我 热鼠了热鼠了～,not-misogyny,not-misogyny,not-misogyny
1670,女子 好！,not-misogyny,not-misogyny,not-misogyny
1554,我在笑呀,not-misogyny,not-misogyny,not-misogyny
444,斗志昂扬 准备去打工,not-misogyny,not-misogyny,not-misogyny
1003,我还想抱孙子呢！ 我可以教你爷爷/奶奶,misogyny,not-misogyny,misogyny
1078,你没老公老了 生病怎么办 咋的，老男人是药引？,misogyny,misogyny,misogyny
838,调休给我的感受就想：太挤了！我好累！ 放心，我制定了非常详细的放松方案 发明调休的人,not-misogyny,not-misogyny,not-misogyny
1521,读研不是因为我好学 而是因为我 贱,not-misogyny,not-misogyny,not-misogyny
305,欺骗餐,not-misogyny,not-misogyny,not-misogyny
1327,活力十足,not-misogyny,not-misogyny,not-misogyny
314,我的心里只有学习,not-misogyny,not-misogyny,not-misogyny
150,轻断食 轻轻的咬断食物,not-misogyny,not-misogyny,not-misogyny
1149,年后再说,not-misogyny,not-misogyny,not-misogyny
1214,你怎么还不结婚？ 没钱，要不你借我点？,misogyny,not-misogyny,misogyny
575,你妈逼你结婚了 NMB you mary le ma,misogyny,misogyny,misogyny
51,希望 好运 健康 平安 快乐 暴富 顺利 都鼠于你,not-misogyny,not-misogyny,not-misogyny
1323,我爱自己的任何样子 永远值得好好爱自己,not-misogyny,not-misogyny,not-misogyny
727,命缩力 形容看起来没有什么生命力 浑身虚弱没劲的样子,not-misogyny,not-misogyny,not-misogyny
834,你不行谁行,not-misogyny,not-misogyny,not-misogyny
1116,你就是比别人好 友谊永恒卡 至少在我这是,not-misogyny,not-misogyny,not-misogyny
1167,我不困啊 我精神抖擞,not-misogyny,not-misogyny,not-misogyny
471,调休的5大好处 砖家,not-misogyny,not-misogyny,not-misogyny
972,女的最行,not-misogyny,not-misogyny,not-misogyny
654,这是ok小狗 看到它OK 接下来的所有考试都会很ok,not-misogyny,not-misogyny,not-misogyny
400,SB ZZ QNM NC FK CNM NMB RNM MMP,misogyny,misogyny,misogyny
512,你最好关嘴,not-misogyny,not-misogyny,not-misogyny
321,小狗知道你很努力 所以小狗知道你一定会成功,not-misogyny,not-misogyny,not-misogyny
20,没关系，你只是脑子有点毛病，问题不大,not-misogyny,not-misogyny,not-misogyny
685,祝你生八个儿子,misogyny,not-misogyny,not-misogyny
36,别人结婚时你在想什么 在想什么时候上菜,misogyny,not-misogyny,not-misogyny
903,不可能考不好 因为我是中国人,not-misogyny,not-misogyny,not-misogyny
828,不是我说 论老公 还是纸片的好哪,not-misogyny,not-misogyny,misogyny
1526,说我脾气不好 是因为我没顺着你,misogyny,misogyny,not-misogyny
408,女人都是祸害,misogyny,misogyny,misogyny
921,我憋不住月经 我不检点 生不了 我得了绝症 近视眼 生不了,misogyny,not-misogyny,misogyny
538,可以滚吗？,not-misogyny,not-misogyny,misogyny
759,NMB 你忙吧,misogyny,misogyny,misogyny
1063,和你在一起真好,not-misogyny,not-misogyny,not-misogyny
1200,领导我身体有点舒服 想请几天假再舒服舒服,not-misogyny,not-misogyny,misogyny
246,曾经我也心疼别人 后来喝中药调理好了,not-misogyny,not-misogyny,misogyny
1128,女性一生要承受的语言暴力 4岁：如果你妈头胎生的是男孩，就不会生你了！ 8岁：这是男孩子才玩的，女孩子打什么篮球！ 10岁：你好脏了，裤子都是血！ 16岁：你是“奶牛”吗，跑起来和别人不一样！ 18岁：不好好学习天天就在瞎打扮，搔首弄姿！ 19岁：打游戏不要带女的，太菜了！ 20岁：你怎么这么娇气，喝点红糖水就好了！ 21岁：倒车入库都学不会，你们女学员真难教！,misogyny,misogyny,misogyny
785,我应届生没经验，不会生 生孩子啊，老师好像没教,misogyny,misogyny,misogyny
490,你是电 你是光 你是唯一的神话,not-misogyny,not-misogyny,not-misogyny
155,你不会生气了吧 我开玩笑哒,not-misogyny,not-misogyny,not-misogyny
962,嗯嗯嗯 是是是 您也太厉害啦,not-misogyny,not-misogyny,not-misogyny
854,一把子坠入爱河了晕 这小子对我下蛊了吧,not-misogyny,not-misogyny,not-misogyny
1312,没事就多打滚 比如 看看驴打滚,not-misogyny,not-misogyny,not-misogyny
626,老大不小了，再晚点生完就不好恢复了！ 不生我恢复个啥,misogyny,not-misogyny,misogyny
686,你参加婚礼不会有想结婚的念头吗？ 难道你参加别人的葬礼 会有想死的念头吗？,misogyny,not-misogyny,not-misogyny
570,你一定能考上,not-misogyny,not-misogyny,not-misogyny
1617,没柿,not-misogyny,not-misogyny,not-misogyny
18,他们说： 车开成这样 一定是女司机吧,misogyny,misogyny,misogyny
128,重点 重点 知识 知识 重点 重点 知识,not-misogyny,not-misogyny,not-misogyny
1280,还是那句话：地球没有不行,not-misogyny,not-misogyny,not-misogyny
1672,大哥大姐过年好,not-misogyny,not-misogyny,not-misogyny
928,大事化小笼包,not-misogyny,not-misogyny,not-misogyny
981,身体Sn元素开始作怪 S-Stupid n-脑萎缩,not-misogyny,not-misogyny,not-misogyny
1668,干你妈 傻b，操你妈,misogyny,misogyny,misogyny
191,红包拿来 抢,not-misogyny,not-misogyny,not-misogyny
1140,大人向上 大雨向下,not-misogyny,not-misogyny,not-misogyny
993,胖罐子胖摔,not-misogyny,not-misogyny,not-misogyny
1660,我们总会被生活中一些人惹恼 现在有一 退火良方： 陈皮4.5g 半夏3g 甘草0.9g 茯苓3g 三碗水大火熬成一碗 然后趁热泼到对方身上,not-misogyny,not-misogyny,not-misogyny
1621,重男轻女,misogyny,misogyny,misogyny
607,由衷盼望 世上每一位女性都可以怀抱更远大、更无限的梦想。,not-misogyny,not-misogyny,not-misogyny
181,撒娇娇,not-misogyny,not-misogyny,not-misogyny
302,好笑 又在装了,not-misogyny,not-misogyny,not-misogyny
497,知道谁的潜力最大吗 就是你,not-misogyny,not-misogyny,not-misogyny
1458,备忘录 完成 留子的四大归宿 健身房肌肉怪 夜店咖 手里有个冰冰凉的啤酒 比什么都重要 恋爱舔狗 别走好吗 学术奴隶 流下痛苦的泪水 在改了真的在改了,not-misogyny,not-misogyny,not-misogyny
1417,为什么要对我重拳出击 我好脆弱啊 我又不是打拳的,not-misogyny,not-misogyny,not-misogyny
1686,地球旋转我吃饭,not-misogyny,not-misogyny,not-misogyny
518,失业了找不到工作怎么办 找工作 没关系你还有五条路可走,not-misogyny,not-misogyny,not-misogyny
1070,一日未脱贫 工作不能停,not-misogyny,not-misogyny,not-misogyny
477,掏... 掏枪枪 上膛... 操你妈逼！,misogyny,misogyny,misogyny
158,冒味问一下 你忙完了吗？ 可以陪陪你的小宝贝吗 我在一旁都快被晾干了,not-misogyny,not-misogyny,not-misogyny
1244,大家好 我是脏话熊猫 我操你妈逼,misogyny,misogyny,misogyny
1196,只有通宵加班的人 才懂第一缕阳光的美,not-misogyny,not-misogyny,not-misogyny
17,我究竟再干嘛 社畜 底层 韭菜 干着一份想死的工作 目的竟然是为了谋生,not-misogyny,not-misogyny,not-misogyny
1073,一手抓考研一手抓考公一手抓考编 一手抓找工作一手抓自媒体,not-misogyny,not-misogyny,not-misogyny
1675,很奇怪，每次我说想养小狗 长辈们就会劝我 你才多大先把自己照顾好再说 你养得起吗 小狗也是一条生命你要想清楚 你有能力对它负责吗 让我生小孩的时候却从来没人这么说,misogyny,not-misogyny,not-misogyny
547,我警告你，你不要警告我,not-misogyny,not-misogyny,not-misogyny
659,朕是天子！,not-misogyny,not-misogyny,not-misogyny
1385,父母：等你结婚了我们就安心了 我：你安的什么心？,misogyny,not-misogyny,misogyny
1020,钱途无量,not-misogyny,not-misogyny,not-misogyny
1418,我翘李妈,misogyny,not-misogyny,not-misogyny
960,下班了！,not-misogyny,not-misogyny,not-misogyny
1597,加油！是西红柿总会发光的！,not-misogyny,not-misogyny,not-misogyny
284,Nol 女性不适合学理科？,misogyny,misogyny,misogyny
798,这一点都不女孩子！ 适合学文科 文静柔弱 乖巧可爱 小鸟胃 爱喝小甜酒 贤惠持家 很感性 女司机,misogyny,misogyny,misogyny
1386,红尘琐事 老衲早已无牵挂 再漂亮的腿也只是一副炮架 再好看的胸也只是一对扶手罢了,misogyny,misogyny,misogyny
226,我错了老公,not-misogyny,misogyny,misogyny
27,催婚 就是一场精神谋杀 只要你想，什么时候都不晚 和我一起，找到自己，活在当下——袁先生的精神世界,misogyny,not-misogyny,not-misogyny
1506,你不结婚我们 走了你咋办 要不把我也带走？,misogyny,not-misogyny,not-misogyny
438,早上：蛋白一个 中午：蛋黄一个 晚上：爆炒侏罗纪,not-misogyny,not-misogyny,not-misogyny
1654,不是敏感而是、敏锐,not-misogyny,not-misogyny,not-misogyny
230,孩子还希望你多抽点时间陪陪他 社会提倡女性要经济独立 国家提倡你要生二胎三胎 ENEN 听我说,misogyny,not-misogyny,not-misogyny
38,接男宝啦 接了一定有 #接男宝,misogyny,misogyny,not-misogyny
750,生活试图予我坎坷 发现我是跨栏冠军,not-misogyny,not-misogyny,not-misogyny
1046,我为什么胖啊 是心里有事难瘦,not-misogyny,not-misogyny,not-misogyny
470,那些刻板印象 所谓事业型女性 这么强 谁能hold得住你 女生这么拼干嘛 女人应该在家相夫教子 @懒懒羊的日常,misogyny,misogyny,misogyny
1443,活着其实很好 再吃一颗苹果,not-misogyny,not-misogyny,not-misogyny
1671,今天和老婆干啥好呢,not-misogyny,misogyny,misogyny
688,你把油放锅里 看看油溅还是你贱,misogyny,not-misogyny,not-misogyny
1563,看到别人结婚你都没想法？ 有啊，我想快点上菜,misogyny,not-misogyny,not-misogyny
640,社恐，怕和孩子见面 我得了绝症 近视眼 生不了！,misogyny,not-misogyny,not-misogyny
1461,爱吃的人运气不会差 因为 食来运转,not-misogyny,not-misogyny,not-misogyny
1219,我恭喜你发财 我恭喜你精彩,not-misogyny,not-misogyny,not-misogyny
1159,女人不是好东西 一个个都是骗子,misogyny,misogyny,misogyny
1484,钱虽然没挣着，倒也没白干 起码累着了 ￥0.03 我的打工mbti是：POOR,not-misogyny,not-misogyny,not-misogyny
1301,This is true music这才是真正的音乐,not-misogyny,not-misogyny,not-misogyny
1547,我的父母：你以后不生孩子 等你老了谁照顾你？ 妈妈 我： 喝酒,misogyny,not-misogyny,misogyny
801,你不生孩子 人类灭绝了怎么办 恐龙也生孩子 但恐龙灭绝了,misogyny,not-misogyny,not-misogyny
161,好事奖励我 坏事渡我 凡事发生必有利于我,not-misogyny,not-misogyny,not-misogyny
957,跟老公加亲戚关系不好 花钱大手大脚,misogyny,misogyny,not-misogyny
1187,你瞅瞅多牛逼啊,not-misogyny,not-misogyny,not-misogyny
822,竭诚为您服务！,not-misogyny,not-misogyny,not-misogyny
1434,您 行,not-misogyny,not-misogyny,not-misogyny
878,那怎么办嘛？ 人家就是喜欢贴贴 那报警吧 猪猪 把我这个粘人精抓起来,not-misogyny,not-misogyny,not-misogyny
914,哈哈哈嘎嘎 这一天天 给一些幽默网友笑死,not-misogyny,not-misogyny,not-misogyny
153,我吗？ 我笨笨嘟,not-misogyny,not-misogyny,not-misogyny
1558,各国留学生图鉴 美国留学生 我还有事 我先走了 考不完的试 做不完的project 熬不完的大夜 又有案，习惯了,not-misogyny,not-misogyny,not-misogyny
510,我一天不能够认识太多的字 背了十分钟单词的你,not-misogyny,not-misogyny,not-misogyny
1136,什么博士硕士 老娘可是女士,not-misogyny,misogyny,misogyny
1251,我最讨厌女人了,misogyny,misogyny,misogyny
1419,回家洗手，钱财就有,not-misogyny,not-misogyny,not-misogyny
104,打两小时羽毛球 晚上炒饭红烧肉,not-misogyny,not-misogyny,not-misogyny
587,书你不读 逼你梦装,misogyny,not-misogyny,not-misogyny
1504,为什么只吃了一顿饭就这么胖了,not-misogyny,not-misogyny,not-misogyny
1144,哎～ 女儿 父亲 儿子,misogyny,misogyny,misogyny
54,你很会下厨吧 看你挺会添油加醋的,not-misogyny,not-misogyny,not-misogyny
152,感到蕉绿,not-misogyny,not-misogyny,not-misogyny
404,皇上今天是选秀女 充实他自己的后宫 繁衍子嗣 不是考状元 问学问的 女子无才便是德,misogyny,misogyny,misogyny
1649,还不来和我睡觉觉吗 老婆,not-misogyny,not-misogyny,not-misogyny
208,女性不是盘中肉 而是空中鹰 山中虎 水中龙,not-misogyny,not-misogyny,not-misogyny
1606,年后再说,not-misogyny,not-misogyny,not-misogyny
1123,你瘦了吗 预瘦,not-misogyny,not-misogyny,not-misogyny
1490,西八,misogyny,not-misogyny,not-misogyny
9,身体好,not-misogyny,not-misogyny,not-misogyny
1015,人人都不看好我 偏偏我也不争气,not-misogyny,misogyny,not-misogyny
1525,亲爱的导师啊 写不出论文我有罪 退一万步讲你当初收我 眼光就没问题吗,not-misogyny,not-misogyny,misogyny
1061,不愧是我,not-misogyny,not-misogyny,not-misogyny
453,炫了各种零食准备入睡 猛然睁开 我真他妈该死啊,not-misogyny,not-misogyny,not-misogyny
254,他们说：不要 高学历 无理取闹 头发这么短像男人 妆化太浓 太有事业心 情绪不稳定 去喝酒 太胖 吃太多 打扮的花枝招展 要平衡事业与家庭 穿衣暴露 哭哭啼啼 女汉子 晚上还出门 学理科 高学历,misogyny,misogyny,misogyny
1328,真是令人不适,not-misogyny,misogyny,misogyny
897,女人不是好东西 一个个都是骗子,misogyny,misogyny,misogyny
1478,没孩子我在别人面前都抬不起头 低头耽误你走路啊？,misogyny,not-misogyny,misogyny
881,现在连粗盐都比尊严贵,not-misogyny,not-misogyny,not-misogyny
1601,健康的作息固然健康 但玩命的熬夜实在精彩,not-misogyny,not-misogyny,not-misogyny
624,给大宝添个伴儿,misogyny,not-misogyny,misogyny
346,他们说： 你这么会做饭 以后一定会是个好妻子,misogyny,misogyny,misogyny
1453,老子最讨厌女人了，滚！,misogyny,misogyny,misogyny
263,今天多一分拼搏 明天多八个男模,not-misogyny,not-misogyny,misogyny
1322,日子平淡，好在我喜欢,not-misogyny,not-misogyny,not-misogyny
151,太woman了! 太Woman了I 太woman了! 太woman了! @东亚女孩野生实验,not-misogyny,not-misogyny,not-misogyny
473,锁骨明显 胸大 S腰 胯宽,misogyny,misogyny,misogyny
641,我念叨什么就会来什么 宇宙最宠我,not-misogyny,not-misogyny,not-misogyny
1684,西八,misogyny,not-misogyny,not-misogyny
1598,你现在不结婚 老了怎么办 我的猫会照顾我,misogyny,not-misogyny,not-misogyny
551,研究表明： 该物质成分为 男人骨子里的傲慢,not-misogyny,not-misogyny,not-misogyny
929,为什么要拿得起放得下 55555 I miss 它 very much 我又不是举重的,not-misogyny,not-misogyny,not-misogyny
489,当你洗澡唱歌时 你以为的： 天籁之音 悦耳动听 爱了爱了 我只能永远读着,not-misogyny,not-misogyny,not-misogyny
1539,挺那个的...,not-misogyny,not-misogyny,not-misogyny
1172,没有老伴，以后生病了怎么办？ 怎么？ 老伴是药引吗？,misogyny,not-misogyny,misogyny
147,心疼的抱紧自己,not-misogyny,not-misogyny,not-misogyny
1636,放假啦 放假啦 放假啦 放假啦 放假啦,not-misogyny,not-misogyny,not-misogyny
403,嘻嘻,not-misogyny,not-misogyny,not-misogyny
955,欧吼！,not-misogyny,not-misogyny,not-misogyny
1593,今天犯点什么坏好呢,not-misogyny,not-misogyny,not-misogyny
660,你的假期比较松弛，但是呢，你的调休又弥补了这一部分。,not-misogyny,not-misogyny,not-misogyny
1373,王者把把输 恋爱回回哭 宝宝心里苦 吃个夜宵还被怼小肥猪,not-misogyny,not-misogyny,misogyny
464,逢考必过符 题目都会做的都对 考神护体 高分到手拿证无忧,not-misogyny,not-misogyny,not-misogyny
1350,你属什么的 属兔,not-misogyny,not-misogyny,not-misogyny
187,皇家公主千金范 T台模特有国际范 工位的我有劳改范,not-misogyny,not-misogyny,not-misogyny
1148,我也想睡觉，可是睡不着,not-misogyny,not-misogyny,not-misogyny
1225,“疯”女人 他说：她简直疯了，当时发生的事完全不是她说的那样。 有必要为这点小事闹这么大吗？未免也太敏感和脆弱了吧。 她说话总是前言不搭后语的，不可信。 她患有抑郁症，精神多少有点问题。,misogyny,misogyny,misogyny
609,小狗还有猫咪 长辈还有老师 都看不出我的心事,not-misogyny,not-misogyny,not-misogyny
144,上海关心你 沪 cares you,not-misogyny,not-misogyny,not-misogyny
752,我说生活好苦加点糖 结果给我加了荒唐,not-misogyny,not-misogyny,not-misogyny
982,不生娃 生的不是男娃,misogyny,misogyny,not-misogyny
198,女的最行,not-misogyny,not-misogyny,not-misogyny
884,我忘了你是太监阉人,not-misogyny,not-misogyny,not-misogyny
280,生活试图将我嚼烂 发现我嚼起来艮啾啾,not-misogyny,not-misogyny,not-misogyny
294,上班已经那么辛苦 不喝点小酒心里堵,not-misogyny,not-misogyny,not-misogyny
1548,女的厉害,not-misogyny,not-misogyny,not-misogyny
401,再浪费时间 我掐我自己,not-misogyny,not-misogyny,not-misogyny
123,好烦躁 像是走路 不能踩线 突然被打扰出局的烦躁,not-misogyny,not-misogyny,not-misogyny
1208,在干嘛 在加班,not-misogyny,not-misogyny,not-misogyny
203,以前的婆婆 都几点了还睡还不起床 嫁过来就是我们的认了 嫁过来就得在婆家过年,misogyny,not-misogyny,not-misogyny
