image_id,transcriptions,original_labels,indian_labels,irish_labels
1463,就做一周 收不太到哈,not-misogyny,not-misogyny,not-misogyny
836,生活试图让我出丑 发现我出身哥谭,not-misogyny,not-misogyny,not-misogyny
247,啊？什么？你妈逼？？,misogyny,misogyny,misogyny
1440,我有魔法 很多事情我都莫的办法,not-misogyny,not-misogyny,not-misogyny
1612,多子多孙多福气,misogyny,not-misogyny,misogyny
1596,买完票后：看一眼车厢座位号,not-misogyny,not-misogyny,not-misogyny
1154,S属性大爆发 Study,not-misogyny,not-misogyny,not-misogyny
1427,生女儿操心 生儿子费嘴,misogyny,misogyny,not-misogyny
385,风生水起,not-misogyny,not-misogyny,not-misogyny
1495,我果然是天才,not-misogyny,not-misogyny,not-misogyny
855,有了这些茶言茶语 哥哥还不是轻松拿下,not-misogyny,not-misogyny,not-misogyny
220,睡不捉。。,not-misogyny,not-misogyny,not-misogyny
642,你缺钱用？ 你姐姐哪一天不缺用 除非我已經死了,not-misogyny,not-misogyny,misogyny
2,准备过年回家 面对亲友“问候”的我,not-misogyny,not-misogyny,not-misogyny
113,别说了渣女,misogyny,not-misogyny,not-misogyny
699,CNM 三天之内鲨了你,misogyny,misogyny,misogyny
1623,我每天就读书看报 从不发神经,not-misogyny,not-misogyny,not-misogyny
952,真的太娘们了!,not-misogyny,not-misogyny,not-misogyny
1489,坏男人罪,not-misogyny,not-misogyny,not-misogyny
1411,還是現代好 不用献祭就能看到神迹 我愛太太,not-misogyny,not-misogyny,not-misogyny
1410,福 福 锻炼身体，开门见喜,not-misogyny,not-misogyny,not-misogyny
1292,医院提倡你要 顺产加母乳喂养 专家提倡你尽量 不要把孩子给老人带 ENEN 听我说,misogyny,not-misogyny,not-misogyny
1536,雨水打湿小雅迪 发誓要开大奥迪,not-misogyny,not-misogyny,not-misogyny
442,又周一了,not-misogyny,misogyny,not-misogyny
1137,臀大可以生儿子,misogyny,not-misogyny,misogyny
1257,满脑子全是 螺狮粉，酱香饼，生椰拿铁，锅包肉，椰奶小方，大把子，麻辣烫，烧猪手，油炸粑粑，海底捞，蛙来哒，肉蟹煲，炸鸡，汉堡，冰淇凌，大面包，海苔小贝，大麻薯，瑞士卷，芋泥盒子，薯片 体重三位数还敢在我面前叫嚣 少废话你只配这个 知道了 知道了,not-misogyny,not-misogyny,not-misogyny
1398,生活试图泼我冷水 发现我备好水杯,not-misogyny,not-misogyny,not-misogyny
664,其实我在等放假 好嗨哟 看似我在上班,not-misogyny,not-misogyny,not-misogyny
1557,老子最讨厌女人了，滚！,misogyny,misogyny,misogyny
1258,我要山要海还要自由 开玩笑的我要去上班了,not-misogyny,not-misogyny,not-misogyny
1648,厚背圆肩 手臂粗 大胸 水桶腰 大腿粗 小腿肌肉腿,misogyny,misogyny,misogyny
318,别藏了 快出来吧 工作你在哪儿呢？,not-misogyny,not-misogyny,not-misogyny
649,您继续说 我有在听,not-misogyny,not-misogyny,not-misogyny
1435,噩运有轮回 我这就把它抡回 不好意思啦,not-misogyny,not-misogyny,not-misogyny
1480,微臣惶恐,not-misogyny,not-misogyny,not-misogyny
710,男人视力表 脸 胸 腿 腰 臀 内在美 高学历 温柔善良 孝顺体贴 每天都要上班 会做饭会洗衣 会生孩子会喂奶 夏天不要露得太多,misogyny,not-misogyny,not-misogyny
1383,我为什么要满足 你的要求 我又不是 许愿池,not-misogyny,not-misogyny,not-misogyny
1283,女子气概,not-misogyny,not-misogyny,misogyny
973,给你的世界 下点雨,not-misogyny,not-misogyny,not-misogyny
628,我是颗烂苹果 只是表面健康 其实眼泪汪汪滴 内心烂烂滴 但谁又在意呢,not-misogyny,not-misogyny,not-misogyny
633,眼睛闭上了 不知道是睡着了 还是归西了,not-misogyny,not-misogyny,not-misogyny
1307,微臣愚钝,not-misogyny,not-misogyny,not-misogyny
1401,努力这个词看着就累 一个奴出两份力,not-misogyny,not-misogyny,not-misogyny
1409,曾经我也想一了百了，可是我... 了不起,not-misogyny,not-misogyny,not-misogyny
1249,加班中 看我夺走你的灵魂 惊 啊，怎么没有？！,not-misogyny,not-misogyny,not-misogyny
1658,人生缓缓，自有答案,not-misogyny,not-misogyny,not-misogyny
1255,我可太喜欢上班了 虽然钱少 但是事多啊 茶救星球 红气石榴番茄 蔬果搭配 双重维C新口感,not-misogyny,not-misogyny,not-misogyny
1497,你有本事就凶我吧 哼 我会躲在别人怀里哭,not-misogyny,not-misogyny,not-misogyny
1372,编，你接着编,not-misogyny,not-misogyny,not-misogyny
1355,老子的腰 夺命的膘,not-misogyny,not-misogyny,not-misogyny
1633,喏，咖啡,not-misogyny,not-misogyny,not-misogyny
1568,能不能不去组会呀,not-misogyny,not-misogyny,not-misogyny
796,妈妈说 要想拿下男孩子的心 首先拿住他的胃,misogyny,not-misogyny,not-misogyny
646,电你 在心跳吗？,not-misogyny,not-misogyny,not-misogyny
1013,喜欢上班的有福了 这周日也能上班,not-misogyny,not-misogyny,not-misogyny
557,女人以前都得伺候老爷们，现在真是变了天，我儿子那叫没骨气 清朝都灭他百年了，这天也不是今天才变的，您啊，有空多看看 天气预报,misogyny,not-misogyny,not-misogyny
682,人生得意须尽欢 到点我就要下班,not-misogyny,not-misogyny,not-misogyny
578,太好咯 今天還活着,not-misogyny,not-misogyny,not-misogyny
1110,宝宝知错了,not-misogyny,not-misogyny,not-misogyny
1267,哎呦，使不得,not-misogyny,not-misogyny,not-misogyny
1184,枪枪复枪枪 枪枪何其多,not-misogyny,not-misogyny,not-misogyny
525,每次购买卫生巾 老板都会心照不宣的拿出黑袋子,misogyny,not-misogyny,not-misogyny
1060,说我说话直接 你坦诚相待他心里有鬼,not-misogyny,not-misogyny,not-misogyny
541,正式确诊办公室安陵容 每天都很累 平等的恨每一个人,not-misogyny,not-misogyny,not-misogyny
1195,我的父母: 你不生孩子，老了谁照顾你? 我：妈妈喝水,misogyny,not-misogyny,misogyny
749,my deeeeeear friend 新年慢乐 慢慢吃妈妈做的饭 慢慢听最爱听的歌 虽然 慢慢的 但想要的都会来,not-misogyny,not-misogyny,not-misogyny
1571,人是女的 性格是好的 素质是没有的,not-misogyny,misogyny,misogyny
1431,接下来的工作计划 等过年,not-misogyny,not-misogyny,not-misogyny
485,有的女的冬天衣服一脱 肚子几层肉，看了真恶心！ 所以还是要运动啊 GYM 哈哈！ 冬天可以带去泡温泉，就知道有没有游泳圈！！ 哈哈！！ 对啊，自带游圈 我转头就跑！！,misogyny,not-misogyny,misogyny
96,操你妈逼！,misogyny,misogyny,misogyny
1021,以前的我：为什么要骂我厌女仇女给我扣这么大的帽子 明明你们自己才仇男 厌男 现在的我： 中国厌女第一人,misogyny,misogyny,misogyny
564,可以照自己喜欢的选吗 娶妻娶贤 娶妾娶色,misogyny,misogyny,misogyny
1265,女人只会勾走你的魂魄 吸干你的营养,misogyny,misogyny,misogyny
743,你要学 不然你所在的领域 就会少一位杰出的女性,not-misogyny,not-misogyny,not-misogyny
864,你这是在 关心我吗 又是你 我的朋友,not-misogyny,not-misogyny,not-misogyny
1485,快说 咱俩是不是天下第一好,not-misogyny,not-misogyny,not-misogyny
892,你爸来了！,not-misogyny,not-misogyny,not-misogyny
1039,坑 打游戏吗姐妹,not-misogyny,not-misogyny,not-misogyny
207,怎樣？我是不是該判死刑,not-misogyny,not-misogyny,not-misogyny
393,老实宅家，来年必发 新型肺炎预防手册,not-misogyny,not-misogyny,not-misogyny
795,你不会怪我吧,not-misogyny,not-misogyny,not-misogyny
871,公主请上线,not-misogyny,not-misogyny,not-misogyny
398,麦？,not-misogyny,not-misogyny,not-misogyny
767,常言道，儿孙自有儿孙福 没有儿孙我享福,misogyny,not-misogyny,not-misogyny
1561,到点了到点了 今天的赎身钱赚到了 继续停留 是没有意义的···^_^,not-misogyny,not-misogyny,not-misogyny
1242,走了,not-misogyny,not-misogyny,not-misogyny
1029,那些刻板印象 所谓假小子 不像个女生 以后怎么嫁出去,misogyny,not-misogyny,misogyny
643,生活就是晨起晨落，日子就是早出晚归 无论我活成什么样子，我都相信自己前途无量,not-misogyny,not-misogyny,not-misogyny
1603,请雇我工作,not-misogyny,not-misogyny,not-misogyny
613,再不生就晚了！老大多寂寞啊！ 怎么还不要二胎？国家政策都开放了...... 大姑 二姨 姑妈,misogyny,not-misogyny,misogyny
961,你的逼事 比火龙果子还多,not-misogyny,not-misogyny,not-misogyny
726,欧吼！,not-misogyny,not-misogyny,not-misogyny
684,你体会不到儿行母担忧的感觉 不当父母无忧,misogyny,not-misogyny,not-misogyny
99,没事就多钓鱼 比如 钓钓鲷鱼烧,not-misogyny,not-misogyny,not-misogyny
805,口罩一戴，福气常在,not-misogyny,not-misogyny,not-misogyny
407,周五周五 眉飞色舞,not-misogyny,not-misogyny,not-misogyny
503,告诉你一个好消息 我考上啦！！！,not-misogyny,not-misogyny,not-misogyny
1072,顺从 收到 不辛苦 是我活该的 我是loopy大人,not-misogyny,not-misogyny,not-misogyny
1057,为什么不生孩子？ 我穷 怕生出个超穷综合症 生不了,misogyny,not-misogyny,not-misogyny
930,他还说我太敏感 因为被你猜中了,not-misogyny,not-misogyny,misogyny
780,要留住一个男人先留住他的胃，于是，你养出一个猪队友 — —《中国妈妈带娃图鉴》,misogyny,not-misogyny,misogyny
201,互相尊重吧 反正大家 都是傻逼,not-misogyny,not-misogyny,misogyny
135,靠自己靠不住了 只有靠老天保佑了,not-misogyny,not-misogyny,not-misogyny
1052,好孕贩卖机 985 8W 空姐8W 学生5W 5W 请投入您的身份与货币,misogyny,not-misogyny,not-misogyny
41,没有，我不会下班的 我的工作永远做不完,not-misogyny,not-misogyny,not-misogyny
1018,为什么不生孩子 不想生不认识的人 那你老了怎么办 像你一样到处问,misogyny,not-misogyny,not-misogyny
231,就想着干饭 我不太思考,not-misogyny,not-misogyny,not-misogyny
1514,很不爽 是恨不得把地球当棒球 一棍子打飞全世界的不爽,not-misogyny,not-misogyny,not-misogyny
379,我当过孩子 知道孩子没啥用,not-misogyny,not-misogyny,not-misogyny
289,下班喽！ 今天的苦 先吃到这里,not-misogyny,not-misogyny,not-misogyny
419,中国生育观念之不生孩子谁照顾你,misogyny,not-misogyny,misogyny
392,那你报警吧 我是不会改哒,not-misogyny,not-misogyny,misogyny
593,怎么还不生孩子？ 不是不生是调生（下辈子生）,misogyny,not-misogyny,misogyny
1523,既要会赚钱， 又要会做家务带孩子， 同时兼顾事业和家庭。 “你要是不工作，经济就不独立 “你要是不顾家庭，你就是自私” “你要是做全职主妇， 你就没有任何价值 看不見的女性困境,misogyny,misogyny,misogyny
1163,说我不讲理 因为他说不过你,not-misogyny,not-misogyny,not-misogyny
1087,锁骨 蝴蝶骨 马甲线 小蛮腰 大长腿,misogyny,not-misogyny,misogyny
1496,你现在不结婚 老了怎么办 也像你一样到处问,misogyny,not-misogyny,misogyny
648,我的父母：你以后不生孩子 等你老了谁照顾你？ 我：,misogyny,not-misogyny,misogyny
1153,无处安放的手手,not-misogyny,not-misogyny,not-misogyny
1368,真娘们！,not-misogyny,not-misogyny,misogyny
521,不伺候老公 不孝敬公婆,misogyny,not-misogyny,misogyny
65,说我太强势 说明你有主见不好拿捏,not-misogyny,not-misogyny,not-misogyny
15,爆炸 才是工作最好的归宿,not-misogyny,not-misogyny,not-misogyny
1181,你不结婚 我头都抬不起来 那就低着头走路呗,misogyny,not-misogyny,misogyny
1065,我回来了 这次我要拿回属于我的一切！,not-misogyny,not-misogyny,not-misogyny
493,你看看你姐你姐夫，多幸福 那我也嫁给我姐夫,misogyny,not-misogyny,misogyny
380,月曜日 周一该死油饼,not-misogyny,not-misogyny,not-misogyny
188,我都不敢想象 万一我有钱了 我的道德，思想品德 能不能经得起考验,not-misogyny,not-misogyny,not-misogyny
764,在小小的工位上 挖呀挖呀挖,not-misogyny,not-misogyny,not-misogyny
217,好棒！ 做牛做马,not-misogyny,not-misogyny,not-misogyny
792,你説的這個朋友到底是不是你自己,not-misogyny,not-misogyny,not-misogyny
1077,茶要泡开，人要想开,not-misogyny,not-misogyny,not-misogyny
879,你不生孩子死了谁记得你 Who remembers you if you don't have a child and die 你太奶奶叫什么你记得吗？ Do you remember your grandmother's name?,misogyny,not-misogyny,not-misogyny
338,老婆我来啦！ 开小汽车 带老婆出去玩,not-misogyny,not-misogyny,not-misogyny
720,去你吗的,misogyny,not-misogyny,not-misogyny
296,年后再说,not-misogyny,not-misogyny,not-misogyny
1017,我不饿啊，怎么啦？,not-misogyny,not-misogyny,not-misogyny
1276,你的人格类型是：休息者REST,not-misogyny,not-misogyny,not-misogyny
1486,你不结婚 死了都没人知道 咋的，有人知道我还能活过来？,misogyny,not-misogyny,not-misogyny
456,什么时候结婚 不结婚,misogyny,not-misogyny,not-misogyny
1697,高声些 这、很光彩！,not-misogyny,not-misogyny,not-misogyny
816,买点零食留着明天吃 我告诉你，零食 ，不许勾引我吃你 说好明天吃你，今晚绝对不碰你,not-misogyny,not-misogyny,not-misogyny
270,一二三四五 我爱星期五,not-misogyny,not-misogyny,not-misogyny
996,小狗坐了起来,not-misogyny,not-misogyny,not-misogyny
202,小样 开车车创死你！,not-misogyny,not-misogyny,not-misogyny
162,工作乱成一锅粥了 大家快趁热吃吧,not-misogyny,not-misogyny,not-misogyny
1580,不结婚晚年没伴 结了婚不一定能活到晚年,misogyny,misogyny,not-misogyny
730,不行不可以 不能放弃 再扒拉两下一定有糖,not-misogyny,not-misogyny,not-misogyny
402,托福听力考试时 我 讲座材料,not-misogyny,not-misogyny,not-misogyny
703,上班别只回复 “好的” 回复：好嘞 跑堂的感觉 假装自己在拉车 有种店小二的服务精神,not-misogyny,not-misogyny,not-misogyny
1501,那些来自异性的刻板印象或打着为你好的善意性别歧视 头发长,misogyny,misogyny,misogyny
1130,我再说一遍： 我在坐牢 我在坐牢 咪咪TV 请问你在做什么？,not-misogyny,not-misogyny,not-misogyny
566,如何在保持好身材的同时，又能比猪还吃得多,not-misogyny,not-misogyny,not-misogyny
1414,emmmmmm 欲言又止,not-misogyny,not-misogyny,not-misogyny
1022,证明人 期间所获奖励和接受 您吃过的最大苦是什么 上班,not-misogyny,not-misogyny,not-misogyny
1026,今天是疯狂作业目 V我作业 看看实力 等你！,not-misogyny,not-misogyny,not-misogyny
1412,工作己完成 请查收,not-misogyny,not-misogyny,not-misogyny
1586,专心致志等过年 才是 正道,not-misogyny,not-misogyny,not-misogyny
1105,操你妈逼,misogyny,misogyny,misogyny
206,有些人自己结婚了 就开始催别人结婚 搞的我以为婚姻是什么传销组织 必须要发展下线,misogyny,misogyny,misogyny
35,早上：沙拉 中午：沙拉 晚上 能吃的都给我杀啦,not-misogyny,not-misogyny,not-misogyny
776,打游戏啦,not-misogyny,not-misogyny,not-misogyny
509,加油！,not-misogyny,not-misogyny,not-misogyny
1452,穿衣不自由 表现：穿这么好看给谁看 谁让你穿这么暴露 苍蝇不叮无缝的蛋 渣男就喜欢你这样的,misogyny,misogyny,not-misogyny
1479,我记住了 就是你 就是你 就是你 你对我一点都不好,not-misogyny,not-misogyny,not-misogyny
1674,困,not-misogyny,not-misogyny,not-misogyny
1391,想睡觉却异常清醒,not-misogyny,not-misogyny,not-misogyny
92,周五摆烂 啥也不干,not-misogyny,not-misogyny,not-misogyny
1364,学习 很轻松哒,not-misogyny,not-misogyny,not-misogyny
898,去你妈的,misogyny,not-misogyny,not-misogyny
565,操你妈 王炸 你图废了,misogyny,misogyny,misogyny
1370,等我给您送上院士宝座,not-misogyny,not-misogyny,not-misogyny
777,能 可以做到的 可以 做到！！！ 我们 可以 做到的！！！,not-misogyny,not-misogyny,not-misogyny
242,如果领导掉水里了 你该怎么做？ 先走OA审批 不批不敢捞,not-misogyny,not-misogyny,not-misogyny
14,减一斤肉跟玩命似的 涨一斤肉跟玩似的？,not-misogyny,not-misogyny,not-misogyny
316,善解人意是什么东西 委屈我自己让你开心吗？,not-misogyny,not-misogyny,not-misogyny
601,CNM,misogyny,misogyny,misogyny
388,微臣这就去办,not-misogyny,not-misogyny,not-misogyny
1298,鱼哭了水知道 我哭了谁知道,not-misogyny,not-misogyny,not-misogyny
167,结了婚，生了孩子，你才能成为真正的女人！ 我现在是条狗吗？,misogyny,misogyny,misogyny
841,怎么还不生孩子？ 有啊，3岁了,misogyny,misogyny,misogyny
21,喝中药调理不了我了 要喝农药才行了,not-misogyny,not-misogyny,not-misogyny
647,父母：不结婚年纪大了 就更不容易了 我：有钱情绪稳定的大姐姐谁不喜欢,misogyny,not-misogyny,misogyny
1509,能走路 就是好腿！,not-misogyny,not-misogyny,not-misogyny
1155,我司雇我在,not-misogyny,not-misogyny,not-misogyny
1529,在上班，什么事,not-misogyny,not-misogyny,not-misogyny
832,你不生孩子就是自私 你不自私你帮我生，生完再把养老保险给我交了。,misogyny,not-misogyny,misogyny
1268,客户问题解决了吗 你啰嗦了,not-misogyny,not-misogyny,not-misogyny
1591,说我不懂事 你不好骗,not-misogyny,not-misogyny,not-misogyny
563,赶紧劝劝你媳妇多个孩子以后有个什么事还能商量 商量什么，商量以后氧气罐是老大拔还是老二拔吗,misogyny,misogyny,misogyny
1657,我不理解,not-misogyny,not-misogyny,not-misogyny
687,我同学家的孩子跟你差不多大的都二胎了，都当奶奶了。。 那我从今天开始管你叫奶奶行嘛,misogyny,misogyny,misogyny
958,那还真是抱歉呢,not-misogyny,not-misogyny,not-misogyny
190,气成鼠片,not-misogyny,not-misogyny,not-misogyny
976,距离下班还有三分钟！ 预备备！！,not-misogyny,not-misogyny,not-misogyny
700,今天的女孩 明天的建設者,not-misogyny,not-misogyny,not-misogyny
1500,国庆结束，收收心 准备迎接过年,not-misogyny,not-misogyny,not-misogyny
511,出门打工,not-misogyny,not-misogyny,not-misogyny
1083,熬过星期五 人生我做主,not-misogyny,not-misogyny,not-misogyny
475,这是非常弱智的一些表现,not-misogyny,not-misogyny,not-misogyny
1585,黄老师 你给我炒点豆角吧 我不想活了,not-misogyny,not-misogyny,not-misogyny
857,好的 你忙吧 我吃柠檬 NMB WCNM,misogyny,misogyny,misogyny
748,前途一片光明啊,not-misogyny,not-misogyny,not-misogyny
253,再不结婚 你父母的脸都让你丢光了！,misogyny,not-misogyny,misogyny
22,不要做emo的傀儡 要做快乐的领头人,not-misogyny,not-misogyny,not-misogyny
1338,老婆老婆老婆 超级想老婆 赶快奔赴老婆身边,not-misogyny,not-misogyny,not-misogyny
460,新的一年 经济独立 家里人给点就花点 不给就要点,not-misogyny,not-misogyny,not-misogyny
1185,下班了 今天的苦就先吃到这里,not-misogyny,not-misogyny,not-misogyny
277,cnm 真晦气,misogyny,misogyny,misogyny
956,小妞，想你,not-misogyny,not-misogyny,not-misogyny
1216,别挑三拣四的，遇到好的先结婚，感情慢慢培养！ 吵架了可以先离婚 孩子和钱可以慢慢分,misogyny,misogyny,not-misogyny
386,终于生了个儿子！ 总算凑足了罚金！ 超生 超生罚款,misogyny,misogyny,misogyny
806,结婚那么好还用催吗？ 地上有钱我还不知道捡吗？,misogyny,not-misogyny,not-misogyny
1438,帅到你了 不用赔钱吧,not-misogyny,not-misogyny,misogyny
1516,伤害人 呜呜呜 你真有一套,not-misogyny,not-misogyny,not-misogyny
344,不媚男 不爱女 我就这样。 对男生 对女生 装啥呢大姐 我就这么刻薄的过一辈子,not-misogyny,not-misogyny,not-misogyny
770,以前的婆婆 在外面吃饭多浪费 再生一个呀，我帮你带 生完一胎催二胎 过日子我省着点花,misogyny,misogyny,misogyny
1333,但是还是要装一下 这电脑是一个字也看不进去,not-misogyny,not-misogyny,not-misogyny
131,"不生孩子死家里都没人发现 No one in the family would even notice if they didn't give birth or die 我不是古董发现了也没有价值 I'm not an antique,If I find it,it's not worth it",misogyny,not-misogyny,misogyny
872,走亲戚就是一场 巨大的粉丝见面会 所有人都对我了如指掌 但我一个都不认识,not-misogyny,not-misogyny,not-misogyny
1124,对情感中的投入义务 你可曾听过 对婚育的无形期待 年纪不小了，女生早点结婚才合适 你是女生，不考虑结婚生孩子吗？ 有了家庭就该围绕家人转 不结婚生子就不是女人 男生不够成熟，女生可以多包容些 女生适当柔和些，关系才能和谐 恋爱要多忍耐，别总想着换人 他工作压力大，你多体谅一下 看见不平等,misogyny,misogyny,not-misogyny
1397,不结婚 你的罪名就只有不结婚,misogyny,not-misogyny,misogyny
88,我是装修师傅 请问您装什么,not-misogyny,not-misogyny,not-misogyny
1483,伴娘为什么要未婚的 因为如果是已婚的 会劝你一晚上不要结婚,misogyny,misogyny,not-misogyny
331,你们准备什么时候要孩子 儿孙自有儿孙福 没有儿孙我享福,misogyny,not-misogyny,misogyny
1239,女人！团结！ GIRLS POWER！,not-misogyny,not-misogyny,not-misogyny
467,OK你说,not-misogyny,not-misogyny,not-misogyny
122,节后再说 不在,not-misogyny,not-misogyny,not-misogyny
1639,别催，在做了,not-misogyny,not-misogyny,not-misogyny
1045,有些人自己结婚了 就开始催别人结婚 搞的我以为婚姻是什么传销组织 必须要发展下线,misogyny,not-misogyny,misogyny
1096,查岗了~ 和谁一起 在哪里 在干嘛 发个视频给我瞅瞅,not-misogyny,not-misogyny,not-misogyny
1131,轻轻敲醒沉睡的心灵,not-misogyny,not-misogyny,not-misogyny
1295,我是女孩 我什么样女孩就是什么样 而不是该有个女孩样,not-misogyny,not-misogyny,not-misogyny
861,告到中央 我要告到中央! ！！,not-misogyny,not-misogyny,not-misogyny
1460,诶这是什么工作？ 投一下 诶这是什么工作？ 投一下 诶这是什么工作？ 投一下 诶这是什么工作？ 投一下,not-misogyny,not-misogyny,not-misogyny
1127,2025 新年快乐,not-misogyny,not-misogyny,not-misogyny
